,수업년도,수업학기,수업번호,학년,신청순서비,신청순서비_순위,도달시간,도달시간_순위,기준시간내신청,기준시간내신청_순위,희망비,희망비_순위
57,2021,20,10905,1,47.900000000000006,4,4.456초,136,2,1712,2.475,466
58,2021,20,10906,1,0.5,4139,6시간 11분 56.085초,4427,0,2981,0.8,4623
59,2021,20,10919,1,13.836363636363638,504,34.882초,1316,9,724,1.3272727272727274,2511
60,2021,20,10920,1,3.4545454545454546,2199,1분 58.867초,3401,2,2054,0.7818181818181819,4726
61,2021,20,10921,1,0.525,4107,1일 5시간  36.780초,4906,0,2981,0.95,4042
62,2021,20,10927,1,23.28,205,32.613초,1247,10,573,1.22,2875
63,2021,20,10931,1,32.84444444444444,80,16.556초,606,18,186,1.8666666666666667,1144
64,2021,20,10971,1,4.481132075471698,1857,2분 0.412초,3413,0,2981,0.6320754716981132,5307
65,2021,20,10973,1,1.466666666666667,3236,5분 45.160초,3826,0,2981,0.4666666666666667,5798
66,2021,20,10975,1,2.5377358490566038,2577,2분 5.906초,3449,0,2981,0.5566037735849056,5552
67,2021,20,10976,1,46.11764705882352,11,10.045초,354,15,24,3.3529411764705883,214
68,2021,20,10977,1,2.30188679245283,2700,2분 4.810초,3438,0,2981,0.5188679245283019,5666
69,2021,20,10978,1,1.4905660377358492,3218,2분 6.444초,3450,0,2981,0.5566037735849056,5552
70,2021,20,10979,1,2.1509433962264155,2793,2분 8.057초,3461,0,2981,0.5849056603773585,5443
71,2021,20,10980,1,23.0188679245283,207,23.955초,908,8,809,1.490566037735849,2040
72,2021,20,10981,1,2.339622641509434,2682,2분 21.449초,3516,0,2981,0.4528301886792453,5831
73,2021,20,10982,1,2.259259259259259,2734,2분 15.771초,3502,1,2957,0.5925925925925926,5440
74,2021,20,10995,1,0.26666666666666666,4492,23시간 58분 58.108초,4584,2,733,1.5333333333333334,1863
75,2021,20,11011,1,0.075,5306,6일 5시간 9분 4.802초,5718,0,2981,0.35,5984
76,2021,20,11014,1,0.01,6198,정정이후,5753,1,2920,0.42,5887
77,2021,20,11019,1,3.885714285714286,2044,1분 39.336초,3239,0,2981,0.7142857142857143,4968
78,2021,20,11028,1,1.8857142857142857,2948,1분 42.667초,3289,0,2981,0.6285714285714286,5308
79,2021,20,11034,1,8.55,1049,51.215초,1974,1,1712,1.5,1958
80,2021,20,11035,1,0.7083333333333334,3884,1시간 12분 39.650초,4314,1,1952,1.1666666666666667,3081
81,2021,20,11036,1,2.8333333333333335,2440,1분 20.303초,2896,0,2981,0.8,4623
82,2021,20,11037,1,2.466666666666667,2615,1분 28.421초,3070,0,2981,0.6666666666666666,5147
83,2021,20,11045,1,0.125,4964,정정이후,5753,0,2981,0.275,6094
84,2021,20,11055,1,6.045454545454545,1503,1분 4.077초,2432,1,1712,1.0909090909090908,3434
85,2021,20,11056,1,1.48,3227,1분 21.077초,2923,0,2981,1.0,3806
86,2021,20,11058,1,4.5200000000000005,1852,1분 8.452초,2578,0,2981,1.2,2901
87,2021,20,11059,1,0.2,4632,1분 46.045초,3313,0,2981,1.2,2901
88,2021,20,11082,1,1.96,2902,1분 34.432초,3171,0,2981,0.8,4623
89,2021,20,11115,1,1.0285714285714287,3586,정정이후,5753,0,2981,0.4857142857142857,5744
90,2021,20,11116,1,0.64,3970,3일   27.594초,5375,0,2981,0.56,5535
91,2021,20,11120,1,0.9090909090909091,3677,6일 5시간  36.249초,5697,0,2981,0.5454545454545454,5597
92,2021,20,11130,1,8.480000000000002,1067,1분 35.853초,3190,0,2981,0.8,4623
93,2021,20,11131,1,3.5714285714285716,2152,1분 58.583초,3394,0,2981,0.5714285714285714,5499
94,2021,20,11136,1,3.571428571428571,2153,1분 49.236초,3345,0,2981,0.5714285714285714,5499
95,2021,20,11139,1,2.85,2427,2분 7.367초,3453,0,2981,0.525,5637
96,2021,20,11145,1,1.175,3465,2분 11.027초,3476,0,2981,0.525,5637
97,2021,20,11146,1,1.025,3589,2분 14.274초,3493,0,2981,0.475,5780
98,2021,20,11147,1,1.2857142857142856,3369,6분 42.745초,3871,0,2981,0.5714285714285714,5499
99,2021,20,11158,1,5.4,1627,2분 25.854초,3535,0,2981,0.8,4623
100,2021,20,11162,1,2.4000000000000004,2644,2분 7.914초,3457,0,2981,0.6,5367
101,2021,20,11163,1,1.35,3311,2분 5.728초,3448,0,2981,0.65,5218
102,2021,20,11164,1,1.05,3563,6일  55분 8.724초,5673,0,2981,0.5,5693
103,2021,20,11165,1,1.25,3393,2분 1.052초,3415,0,2981,0.75,4816
104,2021,20,11166,1,1.95,2917,1분 58.710초,3396,0,2981,0.75,4816
105,2021,20,11181,1,6.95,1331,1분 41.223초,3256,0,2981,0.65,5218
106,2021,20,11188,1,3.033333333333333,2364,4분 30.584초,3758,0,2981,0.5666666666666667,5509
107,2021,20,11191,1,2.44,2626,1분 40.215초,3248,0,2981,0.72,4932
108,2021,20,11197,1,2.4615384615384617,2619,2분 3.426초,3431,0,2981,0.6538461538461539,5212
109,2021,20,11202,1,0.18181818181818182,4729,7일 3시간 16분 43.019초,5743,0,2981,0.5454545454545454,5597
110,2021,20,11203,1,0.88,3697,2분 0.174초,3410,0,2981,0.72,4932
111,2021,20,11207,1,14.599999999999998,461,47.537초,1823,3,929,0.8,4623
112,2021,20,11209,1,1.9428571428571426,2920,1일   1.258초,4689,0,2981,1.3142857142857143,2545
113,2021,20,11210,1,0.7058823529411764,3886,2일 5시간  0.145초,5102,0,2981,1.3823529411764706,2298
114,2021,20,11211,1,2.8400000000000003,2436,2분 2.822초,3429,0,2981,0.76,4790
115,2021,20,11217,1,0.04,5671,2일 5시간  2.152초,5106,0,2981,1.2,2901
116,2021,20,11218,1,10.0,848,21분 32.934초,4162,1,2372,0.875,4354
117,2021,20,11225,1,5.177777777777778,1694,1분 42.347초,3277,0,2981,0.7111111111111111,4988
118,2021,20,11228,1,2.74,2484,1분 57.272초,3390,0,2981,0.62,5343
119,2021,20,11229,1,1.04,3573,1시간 2분 6.393초,4323,0,2981,0.52,5662
120,2021,20,11230,1,1.54,3182,2분 5.660초,3447,0,2981,0.62,5343
121,2021,20,11232,1,1.7454545454545454,3033,2분 21.692초,3517,0,2981,0.5636363636363636,5532
122,2021,20,11246,1,13.725,509,5분 35.030초,3819,0,2981,0.7,5028
123,2021,20,11247,1,8.35,1098,15분 10.728초,4084,0,2981,0.775,4748
124,2021,20,11253,1,1.6500000000000001,3097,12분 18.457초,4025,0,2981,0.625,5316
125,2021,20,11255,1,0.825,3763,16분 53.850초,4108,0,2981,0.65,5218
126,2021,20,11256,1,0.825,3763,6분 35.426초,3858,0,2981,0.625,5316
127,2021,20,11257,1,0.8250000000000001,3759,4분 16.284초,4262,0,2981,0.45,5832
128,2021,20,11258,1,0.95,3648,12분 42.894초,4033,0,2981,0.625,5316
129,2021,20,11272,1,0.65,3962,39분 13.088초,4258,0,2981,0.65,5218
130,2021,20,11283,1,6.6,1400,2분 47.429초,3595,3,1947,0.8,4623
131,2021,20,11300,1,5.033333333333334,1733,2분 1.322초,3419,0,2981,0.8333333333333334,4540
132,2021,20,11301,1,2.35,2672,6일 5시간  41.637초,5700,0,2981,0.65,5218
133,2021,20,11306,1,0.025,5888,4분 39.101초,3769,1,2372,1.4,2227
134,2021,20,11308,1,0.03333333333333333,5744,2일 7시간 18분 38.512초,5273,1,2090,0.8,4623
135,2021,20,11309,1,0.35000000000000003,4329,2일 5시간  27.103초,5129,0,2981,0.75,4816
136,2021,20,11310,1,0.02,6030,1분 2.371초,2376,0,2981,1.44,2141
137,2021,20,11323,1,2.8999999999999995,2415,2분 19.429초,3509,0,2981,0.9,4226
138,2021,20,11324,1,3.0,2370,4분 46.909초,3782,0,2981,1.0,3806
139,2021,20,11325,1,0.6666666666666666,3940,6일 6시간  26.332초,5728,0,2981,0.5666666666666667,5509
140,2021,20,11326,1,2.590909090909091,2555,1분 42.603초,3283,0,2981,0.6818181818181818,5117
141,2021,20,11327,1,21.875,232,26.686초,1023,2,313,1.75,1310
142,2021,20,11331,1,2.5,2590,3분 50.904초,4219,0,2981,0.85,4441
143,2021,20,11340,1,1.8,3001,48분 20.176초,4294,0,2981,0.76,4790
144,2021,20,11341,1,5.9,1536,1분 17.227초,2814,0,2981,1.0285714285714285,3724
145,2021,20,11342,1,13.972972972972972,496,51.625초,1991,0,2981,1.4324324324324325,2183
146,2021,20,11364,1,3.85,2051,6일 5시간  16.749초,5682,0,2981,0.425,5875
147,2021,20,11366,1,2.4000000000000004,2644,8분 22.720초,3924,0,2981,0.6571428571428571,5200
148,2021,20,11368,1,0.025,5888,1일   23.921초,4747,0,2981,1.175,3042
149,2021,20,11371,1,1.625,3110,6일 5시간 1분 2.481초,5710,0,2981,0.475,5780
150,2021,20,11380,1,0.02857142857142857,5836,3일 5시간 29분 25.398초,5497,0,2981,0.6,5367
151,2021,20,11381,1,7.933333333333334,1166,19분 7.457초,4129,0,2981,0.8666666666666667,4378
152,2021,20,11382,1,3.433333333333334,2211,19분 10.511초,4132,0,2981,0.9666666666666667,3989
153,2021,20,11385,1,0.02,6030,3일 5시간 1분 2.340초,5460,0,2981,0.96,4018
154,2021,20,11389,1,2.7666666666666666,2477,36분 16.655초,4239,0,2981,0.6,5367
155,2021,20,11400,1,14.923076923076927,443,43.552초,1675,0,2981,1.0923076923076922,3430
156,2021,20,11401,1,5.757142857142856,1562,1분 14.195초,2746,1,2817,0.9142857142857143,4193
157,2021,20,11402,1,3.4857142857142853,2186,1분 21.858초,2927,0,2981,1.0285714285714285,3724
158,2021,20,11403,1,2.1714285714285717,2779,1분 29.126초,3084,0,2981,1.042857142857143,3683
159,2021,20,11406,1,0.025,5888,37.004초,1398,6,815,1.725,1392
160,2021,20,11407,1,4.085714285714285,1981,1분 29.843초,3094,0,2981,0.9571428571428572,4031
161,2021,20,11410,1,5.375000000000001,1638,1분 7.165초,2538,0,2981,0.95,4042
162,2021,20,11411,1,5.723404255319149,1568,57.922초,2217,0,2981,1.1702127659574468,3073
163,2021,20,11419,1,24.459999999999997,182,20.292초,746,0,2981,1.48,2050
164,2021,20,11420,1,4.197674418604651,1951,1분 4.312초,2444,0,2981,1.127906976744186,3284
165,2021,20,11424,1,6.198019801980199,1471,1분 17.024초,2806,0,2981,1.1683168316831682,3077
166,2021,20,11432,1,5.487499999999999,1609,1분 36.106초,3197,1,2887,0.825,4562
167,2021,20,11433,1,4.0625,1987,1분 32.113초,3144,0,2981,0.75,4816
168,2021,20,11434,1,4.1875,1952,1분 37.434초,3217,1,2887,0.85,4441
169,2021,20,11435,1,9.0,983,2분 29.953초,3552,1,1546,1.1111111111111112,3359
170,2021,20,11440,1,12.153846153846155,608,1분 19.210초,2871,0,2981,1.5384615384615385,1850
171,2021,20,11487,1,1.6,3124,6일 5시간  14.542초,5680,3,1546,0.8,4623
172,2021,20,11597,1,0.02,6030,2일   20.774초,5081,9,645,1.52,1925
173,2021,20,11619,1,12.485714285714286,592,1분 16.935초,2799,1,2817,2.0142857142857142,923
174,2021,20,11622,1,5.383333333333333,1636,1분 19.362초,2872,0,2981,1.0333333333333334,3702
175,2021,20,11626,1,0.016666666666666666,6105,1일 5시간 23분 52.961초,4964,2,2159,0.5666666666666667,5509
176,2021,20,11631,1,0.016666666666666666,6105,2일 5시간  18.041초,5120,2,2159,1.0166666666666666,3792
177,2021,20,11632,1,3.4285714285714284,2216,1분 48.611초,3339,0,2981,1.1428571428571428,3208
178,2021,20,11638,1,8.5,1060,1분 20.647초,2902,0,2981,1.0571428571428572,3595
179,2021,20,11639,1,8.153846153846153,1132,1분 3.903초,2424,2,2210,1.2153846153846153,2886
180,2021,20,11640,1,3.430769230769231,2215,5일   17.880초,5664,0,2981,1.0769230769230769,3493
181,2021,20,11644,1,9.225352112676058,956,1분 12.912초,2722,1,2817,1.1971830985915493,3001
182,2021,20,11660,1,8.893333333333334,1000,1분 17.355초,2818,3,1952,1.1333333333333333,3240
183,2021,20,11663,1,7.823529411764706,1181,3분 32.078초,3693,5,1650,1.411764705882353,2208
184,2021,20,11666,1,5.24,1678,6일 5시간 44분 20.289초,5725,2,2317,0.5466666666666666,5595
185,2021,20,11753,1,5.68,1576,1분 1.426초,2345,10,573,1.68,1479
186,2021,20,11757,1,7.0,1317,54.462초,2111,2,2159,1.3333333333333333,2466
187,2021,20,11759,1,1.4,3281,5분 48.839초,3829,0,2981,0.7166666666666667,4946
188,2021,20,11761,1,8.500000000000002,1058,42.416초,1627,0,2981,1.4333333333333333,2163
189,2021,20,11781,1,0.02857142857142857,5836,58.046초,2223,0,2981,1.0857142857142856,3447
190,2021,20,11783,1,5.5438596491228065,1598,1분 18.895초,2858,0,2981,0.8596491228070176,4415
191,2021,20,11784,1,7.2,1279,1분 0.939초,2326,0,2981,1.1333333333333333,3240
192,2021,20,11789,1,0.03333333333333333,5744,3일   4.541초,5368,0,2981,1.1666666666666667,3081
193,2021,20,11799,1,26.5,152,20.119초,740,11,198,1.4666666666666666,2078
194,2021,20,11803,1,6.381818181818182,1443,1분 17.588초,2829,1,2658,0.7272727272727273,4918
195,2021,20,11805,1,4.266666666666666,1932,1분 6.964초,2528,0,2981,0.8666666666666667,4378
196,2021,20,11809,1,3.4999999999999996,2183,1분 16.821초,2796,0,2981,0.74,4866
197,2021,20,11824,1,8.236363636363636,1117,1분 15.568초,2773,1,2658,1.0545454545454545,3613
198,2021,20,11829,1,18.434782608695652,328,29.011초,1110,8,690,1.8043478260869565,1222
199,2021,20,11855,1,4.836363636363636,1774,1분 33.376초,3154,0,2981,0.8545454545454545,4426
200,2021,20,11859,1,12.07142857142857,612,52.942초,2038,1,2372,1.2619047619047619,2721
201,2021,20,11860,1,5.500000000000001,1604,1분 9.007초,2602,0,2981,1.15,3154
202,2021,20,11864,1,1.8000000000000003,2995,49.021초,1892,0,2981,2.6,405
203,2021,20,11867,1,3.30188679245283,2261,1분 28.177초,3063,0,2981,1.0,3806
204,2021,20,11874,1,31.833333333333332,94,12.146초,454,15,92,1.75,1310
205,2021,20,11877,1,39.7,32,7.988초,281,15,48,1.95,1018
206,2021,20,11892,1,2.4250000000000003,2630,2분 4.920초,3439,0,2981,1.2,2901
207,2021,20,11898,1,9.62962962962963,902,1분 43.548초,3298,0,2981,1.0740740740740742,3511
208,2021,20,11921,1,11.314285714285713,701,52.460초,2022,1,2210,1.8,1229
209,2021,20,11922,1,3.96,2020,1분 23.136초,2950,0,2981,1.44,2141
210,2021,20,11923,1,33.42857142857143,74,15.745초,584,9,160,2.142857142857143,739
211,2021,20,11925,1,5.758064516129033,1561,1분 18.361초,2845,2,2159,1.1774193548387097,3038
212,2021,20,11951,1,0.05,5479,정정이후,5753,0,2981,0.55,5554
213,2021,20,11970,1,3.54,2165,3분 0.055초,3631,0,2981,0.7,5028
214,2021,20,11972,1,6.966666666666668,1327,1분 53.835초,3373,0,2981,1.4,2227
215,2021,20,11973,1,7.800000000000001,1183,54.500초,2115,1,1267,1.3333333333333333,2466
216,2021,20,11975,1,13.025000000000002,552,27.050초,1033,6,815,1.525,1905
217,2021,20,11976,1,1.3600000000000003,3306,6일 5시간 18분 44.481초,5721,0,2981,0.56,5535
218,2021,20,11979,1,14.866666666666667,448,2시간 51분 23.754초,4376,12,595,1.3833333333333333,2290
219,2021,20,11990,1,0.05,5479,2일 5시간 5분 44.952초,5210,0,2981,0.65,5218
220,2021,20,11992,1,0.3333333333333333,4377,정정이후,5753,0,2981,0.8666666666666667,4378
221,2021,20,12001,1,13.377777777777778,527,1분 20.008초,2890,1,2558,0.8888888888888888,4326
222,2021,20,12002,1,9.476190476190478,922,1분 19.873초,2886,1,2372,1.0,3806
223,2021,20,12003,1,10.4,789,2분 33.506초,3566,2,1102,1.1,3379
224,2021,20,12006,1,4.3,1917,1분 18.238초,2844,0,2981,1.025,3738
225,2021,20,12008,1,4.550000000000001,1844,16분 27.559초,4098,2,1102,0.7,5028
226,2021,20,12009,1,0.7750000000000001,3804,정정이후,5753,0,2981,0.425,5875
227,2021,20,12012,1,2.8499999999999996,2431,1분 35.801초,3188,0,2981,1.05,3628
228,2021,20,12016,1,3.66,2113,1분 43.211초,3297,0,2981,0.86,4405
229,2021,20,12021,1,1.7750000000000001,3023,정정이후,5753,0,2981,0.45,5832
230,2021,20,12024,1,2.85,2427,1시간 56분 46.702초,4454,1,1712,0.45,5832
231,2021,20,12028,1,0.2,4632,4일 5시간 6분 35.280초,5605,0,2981,0.7333333333333333,4892
232,2021,20,12038,1,11.720000000000002,653,1분 25.022초,2978,5,1095,1.06,3577
233,2021,20,12039,1,6.48,1424,1분 32.706초,3149,0,2981,0.82,4599
234,2021,20,12045,1,0.06666666666666667,5354,1일 5시간  2.191초,4852,0,2981,1.1666666666666667,3081
235,2021,20,12056,1,15.35,425,46.325초,1786,0,2981,1.35,2424
236,2021,20,12059,1,0.02,6030,1분 14.862초,2761,1,2589,1.22,2875
237,2021,20,12060,1,12.777777777777775,565,56.420초,2176,0,2981,1.3555555555555556,2418
238,2021,20,12067,1,6.966666666666668,1327,1분 31.843초,3136,2,1458,1.1333333333333333,3240
239,2021,20,12082,1,0.025,5888,1분 14.049초,3988,0,2981,1.125,3290
240,2021,20,12083,1,0.02,6030,23분 6.630초,4181,0,2981,1.36,2387
241,2021,20,12084,1,0.025,5888,1분 17.457초,2823,3,1390,1.025,3738
242,2021,20,12087,1,33.37499999999999,76,9.142초,321,0,2981,1.9,1078
243,2021,20,12088,1,0.02,6030,21.563초,796,20,179,2.12,765
244,2021,20,12110,1,7.22,1276,1분 17.165초,2810,1,2589,1.68,1479
245,2021,20,12111,1,2.2666666666666666,2730,6일 5시간  53.309초,5704,0,2981,0.9666666666666667,3989
246,2021,20,12112,1,2.466666666666667,2615,2분 59.542초,3627,0,2981,0.7666666666666667,4783
247,2021,20,12117,1,11.514285714285712,682,54.054초,2093,1,2210,1.7428571428571429,1365
248,2021,20,12123,1,4.125,1968,1분 12.531초,2708,0,2981,1.1,3379
249,2021,20,12127,1,2.1333333333333333,2803,1분 49.196초,3344,0,2981,0.8444444444444444,4500
250,2021,20,12140,1,3.4545454545454546,2199,1시간 37분 27.967초,4340,1,2658,0.45454545454545453,5829
251,2021,20,12147,1,11.7,655,52.203초,2015,0,2981,1.0333333333333334,3702
252,2021,20,12187,1,10.50909090909091,777,47.102초,1814,2,2054,1.1272727272727272,3288
253,2021,20,12189,1,13.066666666666665,549,53.209초,2057,0,2981,1.6666666666666667,1523
254,2021,20,12219,1,8.428571428571429,1079,1분 11.903초,2692,0,2981,0.9821428571428571,3945
255,2021,20,12221,1,3.982456140350877,2015,1분 21.026초,2919,0,2981,0.9473684210526315,4077
256,2021,20,12222,1,2.4642857142857144,2618,1분 25.250초,2982,0,2981,0.9464285714285714,4081
257,2021,20,12223,1,2.75,2481,1분 28.284초,3068,0,2981,0.9642857142857143,4012
258,2021,20,12224,1,9.6,908,1분 23.689초,2960,1,2806,1.123076923076923,3322
259,2021,20,12230,1,3.9824561403508767,2016,1분 36.052초,3195,0,2981,0.9298245614035088,4130
260,2021,20,12280,1,7.488888888888888,1230,1분 29.873초,3098,0,2981,1.0222222222222221,3770
261,2021,20,12281,1,5.511111111111112,1603,정정이후,5753,0,2981,0.4222222222222222,5883
262,2021,20,12282,1,14.022222222222222,491,38.199초,1441,0,2981,1.8,1229
263,2021,20,12286,1,16.833333333333336,375,43.470초,1671,0,2981,1.2666666666666666,2703
264,2021,20,12307,1,8.912280701754385,992,1분 12.338초,2700,3,1697,0.9649122807017544,4009
265,2021,20,12310,1,7.509090909090909,1223,1분 0.854초,2320,0,2981,1.3272727272727274,2511
266,2021,20,12420,1,0.05,5479,1분 5.658초,2489,0,2981,1.2,2901
267,2021,20,12427,1,0.22500000000000003,4591,33.663초,1279,0,2981,1.15,3154
268,2021,20,12431,1,0.016666666666666666,6105,23시간 48분 55.005초,4504,0,2981,1.2333333333333334,2817
269,2021,20,12441,1,0.04,5671,4일  22분 12.470초,5598,6,313,1.04,3692
270,2021,20,12456,1,0.2,4632,1일   1.721초,4693,0,2981,1.3333333333333333,2466
271,2021,20,12551,1,9.24,954,1분 13.349초,2728,0,2981,1.12,3326
272,2021,20,12552,1,3.6333333333333337,2119,1분 23.732초,2961,0,2981,1.0666666666666667,3527
273,2021,20,12553,1,3.4833333333333334,2188,1분 25.781초,2997,0,2981,0.9833333333333333,3935
274,2021,20,12554,1,4.88235294117647,1766,1분 19.860초,2885,0,2981,0.9705882352941176,3981
275,2021,20,12555,1,5.017543859649123,1738,2분 25.950초,3538,0,2981,0.5263157894736842,5636
276,2021,20,12557,1,8.5,1060,50.152초,1935,0,2981,1.3,2570
277,2021,20,12560,1,31.933333333333334,93,18.963초,695,19,173,1.3555555555555556,2418
278,2021,20,12562,1,11.818181818181817,638,43.467초,1670,2,2054,1.0727272727272728,3517
279,2021,20,12565,1,4.090909090909091,1979,1시간 25분 35.979초,4328,1,2658,0.8727272727272727,4374
280,2021,20,12566,1,3.7777777777777777,2068,1분 19.996초,2889,0,2981,0.9111111111111111,4215
281,2021,20,12572,1,3.4444444444444446,2206,7일 2시간 52분 43.873초,5739,0,2981,0.6222222222222222,5337
282,2021,20,12574,1,3.228571428571428,2286,1분 20.693초,2906,0,2981,0.9714285714285714,3973
283,2021,20,12575,1,1.4,3281,1분 34.824초,3176,0,2981,0.825,4562
284,2021,20,12576,1,2.0,2867,1분 33.823초,3167,0,2981,1.025,3738
285,2021,20,12720,1,14.459999999999997,469,36.457초,1370,1,2589,1.4,2227
286,2021,20,12721,1,3.5999999999999996,2142,19분 10.626초,4136,0,2981,0.8,4623
287,2021,20,12722,1,2.9777777777777774,2384,1분 35.858초,3194,0,2981,0.8222222222222222,4589
288,2021,20,12723,1,6.425531914893617,1433,1분 2.677초,2390,1,2558,1.3404255319148937,2460
289,2021,20,12724,1,11.155555555555555,713,44.387초,1705,2,1928,1.4666666666666666,2078
290,2021,20,12725,1,1.2444444444444445,3407,6분 18.567초,3849,0,2981,0.4,5909
291,2021,20,12726,1,27.82222222222222,136,22.114초,826,15,241,1.8666666666666667,1144
292,2021,20,12727,1,7.416666666666666,1238,53.306초,2060,1,2589,1.3333333333333333,2466
293,2021,20,12728,1,17.466666666666665,356,29.960초,1162,4,1248,1.6888888888888889,1464
294,2021,20,12729,1,5.96,1520,1분 52.093초,3363,1,2589,0.86,4405
295,2021,20,12730,1,18.30909090909091,332,47.006초,1810,0,2981,1.3636363636363635,2378
