,수업년도,수업학기,수업번호,학년,신청순서비,신청순서비_순위,도달시간,도달시간_순위,기준시간내신청,기준시간내신청_순위,희망비,희망비_순위
24,2022,10,10931,1,9.555555555555555,982,1분 0.048초,2530,0,3176,1.2666666666666666,2805
25,2022,10,10947,1,4.733333333333333,1890,1분 5.032초,2707,0,3176,1.1111111111111112,3488
26,2022,10,10986,1,14.28,498,39.919초,1566,2,1928,1.12,3421
27,2022,10,10988,1,3.8571428571428568,2150,2분 0.036초,3684,0,3176,1.5,1963
28,2022,10,11025,1,5.523076923076924,1698,1분 24.702초,3213,2,2225,0.9538461538461539,4177
29,2022,10,11050,1,0.6666666666666666,4043,41.942초,1642,2,1630,1.2380952380952381,2909
30,2022,10,11061,1,3.142857142857143,2420,5분 22.408초,4104,0,3176,0.7714285714285715,4914
31,2022,10,11062,1,27.028571428571425,174,32.113초,1215,6,631,1.7714285714285714,1307
32,2022,10,11063,1,48.25714285714286,10,7.568초,250,35,8,2.4571428571428573,547
33,2022,10,11087,1,1.25,3464,24.048초,882,10,345,1.85,1157
34,2022,10,11091,1,15.127272727272727,455,34.491초,1314,6,966,1.290909090909091,2710
35,2022,10,11092,1,27.727272727272727,159,18.169초,646,17,268,1.4727272727272727,2057
36,2022,10,11093,1,5.49090909090909,1708,3분 19.218초,3944,1,2809,0.8727272727272727,4541
37,2022,10,11094,1,23.32,235,27.447초,1021,11,506,1.54,1860
38,2022,10,11095,1,7.760000000000001,1250,1분 4.929초,2702,1,2722,1.28,2753
39,2022,10,11096,1,13.500000000000002,540,57.046초,2407,3,1433,1.12,3421
40,2022,10,11110,1,0.03125,5738,11.872초,403,22,79,2.15625,768
41,2022,10,11115,1,0.023809523809523808,5898,50.860초,2122,0,3176,1.3571428571428572,2450
42,2022,10,11116,1,0.023809523809523808,5898,3분 11.792초,3934,1,2424,1.2619047619047619,2816
43,2022,10,11129,1,3.446808510638298,2299,2분 35.125초,3851,0,3176,0.5957446808510638,5458
44,2022,10,11169,1,5.155172413793103,1785,2분 49.927초,3891,1,2897,0.43103448275862066,5819
45,2022,10,11173,1,2.258620689655172,2816,3분 29.317초,3966,0,3176,0.4482758620689655,5795
46,2022,10,11174,1,2.8103448275862073,2562,2분 1.513초,3697,0,3176,0.6896551724137931,5185
47,2022,10,11178,1,1.7327586206896552,3118,2분 5.932초,3736,0,3176,0.6724137931034483,5223
48,2022,10,11188,1,2.166666666666667,2862,1분 43.578초,3529,1,2081,0.8666666666666667,4550
49,2022,10,11189,1,2.454545454545454,2709,1분 38.474초,3456,0,3176,0.9090909090909091,4358
50,2022,10,11204,1,1.6,3211,2일  11분 52.966초,5710,2,1630,0.825,4697
51,2022,10,11213,1,2.4375,2720,1분 42.368초,3521,0,3176,0.8125,4747
52,2022,10,11220,1,2.15625,2867,1분 39.128초,3467,0,3176,0.875,4496
53,2022,10,11227,1,1.8571428571428568,3057,1분 20.032초,3092,0,3176,0.6904761904761905,5182
54,2022,10,11228,1,10.066666666666666,905,42.989초,1688,0,3176,1.2333333333333334,2920
55,2022,10,11249,1,1.48,3299,1분 48.602초,3578,0,3176,0.92,4316
56,2022,10,11250,1,1.88,3042,1분 41.228초,3499,0,3176,0.88,4486
57,2022,10,11269,1,1.3846153846153846,3373,2분 3.191초,3711,0,3176,0.9230769230769231,4310
58,2022,10,11275,1,4.84,1856,1분 14.307초,2952,0,3176,0.8,4756
59,2022,10,11276,1,2.590909090909091,2657,1분 31.950초,3357,0,3176,1.1818181818181819,3169
60,2022,10,11301,1,2.566666666666667,2664,1분 33.996초,3393,0,3176,0.9,4380
61,2022,10,11304,1,1.0571428571428572,3633,1분 47.066초,3562,0,3176,0.6571428571428571,5251
62,2022,10,11306,1,0.02857142857142857,5750,48.395초,1980,0,3176,0.8,4756
63,2022,10,11314,1,16.599999999999998,406,1분 18.021초,3035,0,3176,0.96,4143
64,2022,10,11315,1,7.35,1331,1분 51.561초,3606,0,3176,0.9,4380
65,2022,10,11320,1,3.2,2398,1분 59.729초,3681,0,3176,0.675,5212
66,2022,10,11323,1,2.3000000000000003,2790,1분 56.801초,3664,0,3176,0.7,5137
67,2022,10,11330,1,1.225,3492,2분 8.154초,3748,0,3176,0.675,5212
68,2022,10,11331,1,0.7250000000000001,3972,3분 2.020초,3917,0,3176,0.625,5345
69,2022,10,11332,1,0.8,3883,2분 23.317초,3806,0,3176,0.675,5212
70,2022,10,11343,1,7.699999999999999,1262,2분 2.232초,3706,0,3176,0.8,4756
71,2022,10,11348,1,3.8500000000000005,2153,2분 0.307초,3688,0,3176,0.9,4380
72,2022,10,11349,1,1.4000000000000001,3352,2분 9.262초,3756,0,3176,0.65,5262
73,2022,10,11350,1,1.1,3595,2분 5.509초,3731,0,3176,0.75,4967
74,2022,10,11351,1,2.45,2710,1분 57.568초,3671,0,3176,0.8,4756
75,2022,10,11364,1,3.7000000000000006,2203,2분 17.054초,3786,0,3176,0.7,5137
76,2022,10,11372,1,3.1599999999999997,2414,1분 50.301초,3593,0,3176,0.8,4756
77,2022,10,11375,1,2.4000000000000004,2738,1분 46.338초,3546,0,3176,0.76,4952
78,2022,10,11379,1,1.0,3667,2분 13.392초,3773,0,3176,0.5666666666666667,5522
79,2022,10,11384,1,2.114285714285714,2895,정정이후,5726,0,3176,0.42857142857142855,5820
80,2022,10,11387,1,0.9333333333333333,3746,5분 11.996초,4097,0,3176,0.5666666666666667,5522
81,2022,10,11392,1,0.8285714285714285,3857,17일   21.537초,5556,4,862,1.8285714285714285,1214
82,2022,10,11394,1,0.06060606060606061,5396,5일 5시간  6.802초,5330,0,3176,1.4242424242424243,2213
83,2022,10,11395,1,2.8000000000000007,2564,2분 4.343초,3722,0,3176,0.6333333333333333,5315
84,2022,10,11401,1,21.93333333333333,265,46.206초,1841,0,3176,0.9333333333333333,4258
85,2022,10,11406,1,12.533333333333333,627,1분 7.477초,2783,0,3176,0.8444444444444444,4653
86,2022,10,11411,1,3.9555555555555553,2119,1분 32.692초,3376,0,3176,0.8222222222222222,4713
87,2022,10,11412,1,2.7,2601,2분 3.057초,3710,0,3176,0.825,4697
88,2022,10,11413,1,1.2,3511,1분 48.947초,3579,0,3176,0.8,4756
89,2022,10,11415,1,1.1111111111111112,3588,1분 55.283초,3648,0,3176,0.8222222222222222,4713
90,2022,10,11416,1,1.2666666666666666,3459,1분 57.279초,3668,0,3176,0.8222222222222222,4713
91,2022,10,11429,1,24.124999999999996,217,1분 13.683초,2939,0,3176,0.775,4881
92,2022,10,11430,1,14.225,501,1분 0.816초,2556,0,3176,0.8,4756
93,2022,10,11436,1,1.8500000000000003,3059,2분 6.244초,3737,0,3176,0.75,4967
94,2022,10,11438,1,1.075,3617,2분 7.347초,3744,0,3176,0.775,4881
95,2022,10,11439,1,2.0,2959,2분 30.612초,3834,1,2424,0.7,5137
96,2022,10,11440,1,0.625,4097,1시간 16분 5.361초,4595,0,3176,0.525,5622
97,2022,10,11441,1,0.7749999999999999,3931,2분 13.738초,3776,0,3176,0.75,4967
98,2022,10,11442,1,1.125,3578,2분 45.388초,3882,0,3176,0.7,5137
99,2022,10,11456,1,1.675,3160,2분 47.305초,3886,0,3176,0.7,5137
100,2022,10,11466,1,10.749999999999998,811,43.524초,1708,0,3176,1.4,2272
101,2022,10,11469,1,6.533333333333334,1471,1분 24.446초,3208,1,2934,1.0,3927
102,2022,10,11483,1,10.025,920,33.058초,1245,0,3176,1.45,2106
103,2022,10,11484,1,8.68,1102,36.148초,1390,0,3176,1.56,1806
104,2022,10,11491,1,26.770833333333332,178,19.801초,709,0,3176,1.6041666666666667,1638
105,2022,10,11506,1,1.7000000000000002,3135,1분 31.350초,3343,0,3176,0.8,4756
106,2022,10,11508,1,4.2,2056,1분 21.302초,3137,2,1360,1.1,3502
107,2022,10,11509,1,10.666666666666666,820,47.828초,1942,2,686,1.0,3927
108,2022,10,11517,1,11.666666666666668,698,36.626초,1432,1,2081,1.2666666666666666,2805
109,2022,10,11518,1,10.670731707317072,818,47.650초,1927,1,3080,1.024390243902439,3881
110,2022,10,11519,1,6.048780487804878,1580,59.241초,2489,1,3080,1.0,3927
111,2022,10,11530,1,0.33999999999999997,4482,정정이후,5726,0,3176,0.38,5899
112,2022,10,11543,1,2.475,2698,1분 54.035초,3640,3,1321,0.775,4881
113,2022,10,11544,1,2.0571428571428574,2922,1분 29.236초,3303,1,2225,0.6857142857142857,5192
114,2022,10,11552,1,0.025,5785,2일   0.784초,4911,0,3176,0.775,4881
115,2022,10,11559,1,10.066666666666666,905,55.627초,2364,0,3176,1.1333333333333333,3349
116,2022,10,11560,1,2.6333333333333333,2629,1분 34.015초,3399,0,3176,0.7333333333333333,5054
117,2022,10,11561,1,2.766666666666667,2579,1분 21.242초,3131,0,3176,1.0,3927
118,2022,10,11563,1,0.03333333333333333,5687,1일 5시간  9.161초,4824,1,2081,0.9,4380
119,2022,10,11577,1,2.8500000000000005,2537,1분 27.131초,3256,0,3176,0.9125,4350
120,2022,10,11579,1,2.8857142857142857,2529,1분 24.770초,3217,0,3176,1.0285714285714285,3835
121,2022,10,11580,1,1.85,3061,8분 22.615초,4243,0,3176,0.775,4881
122,2022,10,11594,1,5.4750000000000005,1713,1분 19.931초,3087,1,2424,1.3,2637
123,2022,10,11595,1,5.977777777777778,1602,1분 18.902초,3062,4,1884,1.0555555555555556,3714
124,2022,10,11600,1,8.305882352941175,1168,1분 9.731초,2841,2,2658,1.0705882352941176,3659
125,2022,10,11605,1,8.577777777777778,1113,1분 50.218초,3591,0,3176,1.2222222222222223,3014
126,2022,10,11606,1,0.15000000000000002,4876,48.427초,1985,3,2075,1.2375,2916
127,2022,10,11613,1,0.625,4097,47.484초,1911,0,3176,0.8125,4747
128,2022,10,11614,1,0.35000000000000003,4458,52.805초,2235,2,2424,0.775,4881
129,2022,10,11615,1,24.22222222222222,216,16.319초,579,0,3176,1.7777777777777777,1299
130,2022,10,11619,1,10.70588235294118,815,1분 15.155초,2969,0,3176,1.1176470588235294,3450
131,2022,10,11622,1,0.07500000000000001,5250,1분 1.347초,2569,0,3176,0.7375,5047
132,2022,10,11649,1,43.64615384615385,20,5.141초,144,3,1861,3.1846153846153844,289
133,2022,10,11734,1,0.4666666666666667,4295,1일 5시간 18분 56.744초,4892,0,3176,0.38333333333333336,5889
134,2022,10,11781,1,11.333333333333332,735,48.971초,2026,1,2722,1.3958333333333333,2349
135,2022,10,11782,1,0.016666666666666666,6012,1일 5시간  9.641초,4828,0,3176,1.2833333333333334,2742
136,2022,10,11800,1,14.55,478,30.883초,1158,1,2424,1.8,1258
137,2022,10,11801,1,1.4000000000000004,3350,2시간 34분 51.622초,4632,0,3176,1.1,3502
138,2022,10,11802,1,4.0285714285714285,2101,1분 15.640초,2979,0,3176,1.3142857142857143,2603
139,2022,10,11812,1,2.9846153846153847,2494,6분 59.983초,4193,3,1861,0.8769230769230769,4492
140,2022,10,11813,1,34.87692307692308,74,14.080초,481,3,1861,2.0,933
141,2022,10,11814,1,9.73846153846154,956,1분 54.021초,3636,3,1861,1.5076923076923077,1959
142,2022,10,11815,1,11.757142857142856,691,1분 0.590초,2551,3,1906,1.457142857142857,2090
143,2022,10,11816,1,5.357142857142857,1738,4분 54.269초,4088,3,1906,1.1428571428571428,3330
144,2022,10,11817,1,21.828571428571426,266,22.773초,820,3,1906,1.5857142857142856,1717
145,2022,10,11820,1,0.09230769230769231,5151,33.454초,1260,8,862,1.4153846153846155,2253
146,2022,10,11830,1,0.17142857142857143,4822,23.686초,861,18,338,1.457142857142857,2090
147,2022,10,11882,1,0.01639344262295082,6042,3일  7분 36.497초,5154,0,3176,0.9672131147540983,4123
148,2022,10,11887,1,0.8333333333333334,3848,17.256초,615,2,2163,1.2833333333333334,2742
149,2022,10,11896,1,0.18333333333333335,4790,2일 2시간 5분 10.497초,5715,2,2163,1.0666666666666667,3664
150,2022,10,11898,1,21.216666666666665,280,23.836초,870,0,3176,1.5666666666666667,1779
151,2022,10,11899,1,1.0666666666666667,3624,2분 37.487초,3862,0,3176,0.8166666666666667,4742
152,2022,10,11900,1,2.0,2959,1분 44.325초,3531,0,3176,0.8333333333333334,4668
153,2022,10,11901,1,13.500000000000002,540,31.212초,1171,0,3176,1.3,2637
154,2022,10,11905,1,0.2,4727,28.066초,1039,1,2934,1.2166666666666666,3047
155,2022,10,11906,1,0.04,5630,2분 2.167초,3699,2,3069,0.9933333333333333,4055
156,2022,10,11912,1,0.05,5451,2일 5시간  24.948초,4977,2,2163,0.6333333333333333,5315
157,2022,10,11928,1,14.53846153846154,481,51.813초,2178,2,2030,1.0576923076923077,3710
158,2022,10,11930,1,5.096774193548386,1799,1분 27.752초,3269,1,2081,1.3870967741935485,2355
159,2022,10,11931,1,0.30000000000000004,4526,36.439초,1410,4,1020,1.275,2767
160,2022,10,11932,1,0.07407407407407407,5282,42.473초,1658,2,2030,1.037037037037037,3791
161,2022,10,11933,1,1.4090909090909092,3348,42.522초,1663,6,825,1.0909090909090908,3567
162,2022,10,11935,1,0.2,4727,4분 4.415초,4027,0,3176,1.0333333333333334,3806
163,2022,10,11943,1,8.568627450980394,1116,50.780초,2118,0,3176,1.0588235294117647,3704
164,2022,10,11945,1,5.829787234042553,1630,1분 16.714초,3001,1,2666,0.9787234042553191,4086
165,2022,10,11947,1,10.760869565217389,809,1분 0.486초,2544,1,2666,1.1304347826086956,3365
166,2022,10,11948,1,0.13333333333333333,4954,51.978초,2184,0,3176,0.9333333333333333,4258
167,2022,10,11951,1,0.022222222222222223,5911,58.566초,2463,1,2666,1.0,3927
168,2022,10,11953,1,0.025,5785,59.257초,2493,0,3176,0.975,4093
169,2022,10,11955,1,1.0,3667,25.998초,959,5,659,1.6428571428571428,1560
170,2022,10,11960,1,13.379310344827585,549,45.654초,1813,0,3176,1.2241379310344827,3009
171,2022,10,11975,1,5.714285714285714,1648,2분 1.142초,3692,0,3176,1.0,3927
172,2022,10,11977,1,21.074074074074076,285,22.576초,817,3,862,1.5555555555555556,1822
173,2022,10,11991,1,19.046511627906977,337,21.181초,762,0,3176,1.4186046511627908,2225
174,2022,10,11992,1,15.117647058823529,456,47.607초,1918,3,631,1.8823529411764706,1113
175,2022,10,11993,1,8.0,1201,54.944초,2316,1,2897,1.0178571428571428,3906
176,2022,10,12003,1,9.5,996,1분 6.855초,2767,1,1928,1.375,2393
177,2022,10,12006,1,4.187500000000001,2065,1분 15.843초,2989,1,3080,0.9875,4059
178,2022,10,12017,1,6.611111111111111,1457,54.457초,2298,1,2369,1.5277777777777777,1899
179,2022,10,12023,1,5.982142857142856,1599,1분 39.739초,3480,1,2897,0.7142857142857143,5096
180,2022,10,12024,1,4.810344827586207,1864,1분 41.437초,3507,2,2081,0.7068965517241379,5126
181,2022,10,12042,1,19.058823529411764,336,25.540초,937,0,3176,1.8235294117647058,1225
182,2022,10,12043,1,8.83076923076923,1083,51.311초,2150,0,3176,1.353846153846154,2467
183,2022,10,12044,1,7.067796610169492,1373,55.466초,2353,1,2897,1.3559322033898304,2456
184,2022,10,12047,1,3.8,2177,58.275초,2447,1,2424,1.225,2970
185,2022,10,12083,1,26.3,186,26.463초,981,9,512,1.475,2052
186,2022,10,12084,1,3.4600000000000004,2289,1분 34.065초,3401,0,3176,1.02,3894
187,2022,10,12086,1,0.1,5060,정정이후,5726,0,3176,0.2,6046
188,2022,10,12087,1,7.8500000000000005,1224,1분 32.087초,3360,3,1321,0.875,4496
189,2022,10,12089,1,2.14,2878,1분 39.550초,3475,0,3176,0.92,4316
190,2022,10,12090,1,30.049999999999997,123,27.035초,1001,10,345,1.725,1392
191,2022,10,12114,1,19.2,332,31.378초,1185,2,1630,0.875,4496
192,2022,10,12115,1,9.55,984,44.689초,1771,1,2424,0.875,4496
193,2022,10,12116,1,3.05,2461,1분 31.390초,3347,1,1630,0.85,4615
194,2022,10,12119,1,2.2750000000000004,2804,1분 16.607초,2998,0,3176,0.875,4496
195,2022,10,12125,1,1.0,3667,1분 44.415초,3535,0,3176,0.7,5137
196,2022,10,12135,1,1.7000000000000002,3135,1분 33.227초,3383,1,2424,0.9,4380
197,2022,10,12140,1,4.587301587301587,1932,2분 10.050초,3760,0,3176,0.9365079365079365,4254
198,2022,10,12144,1,15.0,464,15.818초,558,2,1020,2.347826086956522,624
199,2022,10,12145,1,0.05454545454545454,5442,49.803초,2065,2,2030,0.9818181818181818,4072
200,2022,10,12151,1,0.02,5948,51.639초,2170,1,2722,0.98,4076
201,2022,10,12157,1,11.254545454545454,744,1분 21.741초,3152,6,966,1.0545454545454545,3721
202,2022,10,12173,1,23.527272727272724,233,33.684초,1277,2,2030,1.690909090909091,1476
203,2022,10,12197,1,2.9,2524,1분 20.164초,3097,0,3176,1.0666666666666667,3664
204,2022,10,12198,1,1.166666666666667,3538,1분 41.285초,3503,0,3176,0.7666666666666667,4935
205,2022,10,12211,1,12.425925925925926,641,49.485초,2054,1,2809,1.2592592592592593,2834
206,2022,10,12213,1,14.377777777777778,491,44.447초,1759,0,3176,1.488888888888889,2014
207,2022,10,12233,1,13.575,533,40.526초,1594,5,862,1.0,3927
208,2022,10,12234,1,3.977777777777778,2111,1분 13.914초,2950,0,3176,0.8444444444444444,4653
209,2022,10,12278,1,9.48,1001,57.665초,2422,0,3176,1.3,2637
210,2022,10,12279,1,26.983333333333334,177,31.651초,1194,12,591,1.55,1825
211,2022,10,12284,1,9.775,953,1분 0.878초,2559,1,3080,1.225,2970
212,2022,10,12285,1,9.3375,1015,1분 17.098초,3012,2,2424,1.075,3626
213,2022,10,12315,1,6.308823529411765,1522,1분 46.291초,3545,0,3176,0.8823529411764706,4482
214,2022,10,12316,1,5.044117647058823,1815,1분 55.225초,3647,0,3176,0.8823529411764706,4482
215,2022,10,12364,1,16.928571428571427,392,45.957초,1829,1,2897,1.4821428571428572,2028
216,2022,10,12365,1,3.466666666666667,2285,2분 34.427초,3849,0,3176,0.5555555555555556,5543
217,2022,10,12366,1,9.0,1059,1분 34.841초,3422,3,1433,1.2040816326530612,3068
218,2022,10,12379,1,37.6,45,2.875초,63,2,2030,2.272727272727273,674
219,2022,10,12380,1,13.0,579,1분 10.408초,2867,2,1630,1.5476190476190477,1851
220,2022,10,12381,1,13.119047619047617,573,1분 36.297초,3445,0,3176,1.3095238095238095,2622
221,2022,10,12429,1,0.047619047619047616,5591,4일   32.803초,5215,2,1020,1.0476190476190477,3762
222,2022,10,12500,1,0.025,5785,3일   36.027초,5087,4,1020,2.5,532
223,2022,10,12508,1,0.025,5785,3일  1분 13.357초,5113,0,3176,2.0,933
224,2022,10,12639,1,3.5428571428571423,2256,정정이후,5726,0,3176,0.4714285714285714,5766
225,2022,10,12640,1,10.520000000000001,844,1분 11.279초,2893,0,3176,0.96,4143
226,2022,10,12647,1,5.0166666666666675,1821,1분 55.475초,3653,0,3176,0.9833333333333333,4064
227,2022,10,12648,1,10.14,895,1분 3.421초,2653,0,3176,1.16,3265
228,2022,10,12651,1,17.75,369,46.021초,1835,2,1630,1.3,2637
229,2022,10,12654,1,5.1000000000000005,1796,1분 20.586초,3102,0,3176,1.05,3727
230,2022,10,12655,1,1.8250000000000002,3073,1분 42.046초,3516,0,3176,0.875,4496
231,2022,10,12657,1,4.7,1896,1분 28.265초,3283,0,3176,1.2,3070
232,2022,10,12754,1,4.28,2023,2분 8.472초,3750,0,3176,1.02,3894
233,2022,10,12755,1,6.280000000000001,1529,1분 32.755초,3377,0,3176,0.86,4586
234,2022,10,12756,1,30.355555555555554,120,24.762초,912,0,3176,2.0,933
235,2022,10,12757,1,29.97872340425532,125,18.557초,654,17,216,1.7659574468085106,1323
236,2022,10,12758,1,12.787234042553193,594,46.292초,1848,2,1884,1.5319148936170213,1888
237,2022,10,12759,1,1.5999999999999999,3220,7분 1.364초,4198,0,3176,0.3111111111111111,5982
238,2022,10,12760,1,15.575000000000001,439,38.222초,1498,1,2424,1.275,2767
239,2022,10,12775,1,8.425,1140,1분 3.904초,2674,0,3176,1.1625,3261
240,2022,10,12776,1,3.8888888888888884,2141,4분 1.145초,4020,2,1884,0.6222222222222222,5373
241,2022,10,12777,1,29.999999999999996,124,17.506초,625,18,217,1.44,2147
242,2022,10,12778,1,14.425,486,44.560초,1765,0,3176,1.475,2052
243,2022,10,12793,1,10.535714285714286,841,54.513초,2302,0,3176,1.5714285714285714,1768
244,2022,10,12794,1,15.949999999999998,428,41.928초,1640,0,3176,1.25,2844
245,2022,10,12795,1,3.6071428571428563,2235,정정이후,5726,0,3176,0.3392857142857143,5956
246,2022,10,12824,1,20.044444444444444,308,30.965초,1166,6,825,1.3111111111111111,2613
247,2022,10,12828,1,29.705882352941178,131,1.573초,17,0,3176,2.5294117647058822,520
248,2022,10,12829,1,16.625,404,2분 0.141초,3686,2,862,1.25,2844
249,2022,10,12830,1,9.0,1059,43.802초,1728,0,3176,1.5294117647058822,1891
250,2022,10,12832,1,7.333333333333333,1334,2분 17.324초,3788,0,3176,0.8333333333333334,4668
251,2022,10,12833,1,31.33333333333333,107,19.844초,714,0,3176,1.5555555555555556,1822
252,2022,10,12834,1,29.94736842105263,126,15.426초,544,1,1433,2.0526315789473686,884
253,2022,10,12836,1,1.0,3667,30.000초,1126,0,3176,2.1666666666666665,744
254,2022,10,12852,1,32.57142857142858,94,6.421초,197,0,3176,2.642857142857143,463
255,2022,10,12853,1,23.53846153846154,232,30.335초,1136,1,1199,1.8461538461538463,1171
256,2022,10,12854,1,5.461538461538462,1717,1분 56.905초,3666,0,3176,1.1538461538461537,3288
257,2022,10,12855,1,6.769230769230769,1427,2분 18.702초,3799,0,3176,0.8461538461538461,4651
258,2022,10,12856,1,1.4615384615384617,3311,3분 3.192초,3922,0,3176,1.0769230769230769,3621
259,2022,10,12857,1,5.499999999999999,1706,58.056초,2439,0,3176,2.142857142857143,784
260,2022,10,12892,1,18.57142857142857,349,32.420초,1228,4,862,1.4285714285714286,2187
261,2022,10,12894,1,0.30000000000000004,4526,2분 50.867초,3894,0,3176,1.325,2567
262,2022,10,12896,1,0.05,5451,1분 22.235초,3167,0,3176,2.05,886
263,2022,10,12902,1,10.810810810810812,806,47.640초,1921,3,1199,1.4324324324324325,2178
264,2022,10,12921,1,0.016666666666666666,6012,정정이후,5726,0,3176,0.7833333333333333,4855
265,2022,10,12923,1,0.01818181818181818,5988,6일  29분 15.129초,5448,1,2809,1.0727272727272728,3647
266,2022,10,12929,1,26.999999999999996,175,22.842초,827,4,253,1.7857142857142858,1284
267,2022,10,12930,1,11.571428571428573,704,1분 28.222초,3278,1,1199,1.6428571428571428,1560
268,2022,10,12931,1,27.71428571428571,161,21.560초,780,4,253,1.7857142857142858,1284
269,2022,10,13006,1,22.13793103448276,262,34.101초,1295,4,1360,1.2241379310344827,3009
270,2022,10,13007,1,24.24137931034483,215,31.621초,1193,11,623,1.1724137931034482,3218
271,2022,10,13017,1,16.818181818181817,394,1분 3.342초,2647,2,2030,1.290909090909091,2710
272,2022,10,13056,1,1.7857142857142856,3090,4분 1.518초,4021,0,3176,0.7142857142857143,5096
273,2022,10,13057,1,7.375,1327,1분 2.669초,2601,1,1433,1.8125,1246
274,2022,10,13058,1,4.214285714285714,2052,5분 46.125초,4132,0,3176,0.7142857142857143,5096
275,2022,10,13059,1,1.4285714285714284,3340,9시간 47분 33.870초,4732,0,3176,0.9285714285714286,4274
276,2022,10,13060,1,3.357142857142857,2338,7분 21.905초,4208,0,3176,0.8571428571428571,4600
277,2022,10,13061,1,0.7142857142857142,3992,정정이후,5726,0,3176,0.7142857142857143,5096
278,2022,10,13062,1,4.642857142857142,1915,12분 38.389초,4332,1,1199,0.9285714285714286,4274
279,2022,10,13063,1,2.9285714285714284,2511,1분 34.829초,3420,0,3176,1.6428571428571428,1560
280,2022,10,13064,1,3.9333333333333336,2125,2분 6.588초,3740,0,3176,1.3333333333333333,2521
281,2022,10,13065,1,1.3571428571428572,3397,2분 46.943초,3883,0,3176,1.4285714285714286,2187
282,2022,10,13066,1,12.105263157894735,662,1분 1.734초,2588,1,2369,1.763157894736842,1327
283,2022,10,13067,1,4.425000000000001,1983,35분 51.924초,4514,0,3176,0.9,4380
284,2022,10,13072,1,6.033333333333333,1586,7분 8.702초,4202,0,3176,0.7333333333333333,5054
285,2022,10,13073,1,6.933333333333334,1404,1분 21.307초,3140,0,3176,0.7666666666666667,4935
286,2022,10,13079,1,1.3777777777777778,3381,3분 37.221초,3979,1,2666,1.0888888888888888,3588
287,2022,10,13080,1,4.775,1873,1분 20.992초,3122,0,3176,1.175,3200
288,2022,10,13081,1,23.640000000000004,228,11.923초,409,0,3176,1.8,1258
289,2022,10,13082,1,6.400000000000001,1497,1분 9.747초,2845,0,3176,1.2,3070
290,2022,10,13098,1,1.6388888888888888,3194,정정이후,5726,2,2893,1.1296296296296295,3373
291,2022,10,13112,1,13.333333333333336,556,36.541초,1423,0,3176,1.3666666666666667,2422
292,2022,10,13114,1,0.15000000000000002,4876,정정이후,5726,0,3176,0.55,5559
293,2022,10,13115,1,0.8235294117647058,3864,42.973초,1684,1,2225,1.1176470588235294,3450
294,2022,10,13122,1,0.5454545454545454,4197,35.749초,1377,2,1020,0.8636363636363636,4578
295,2022,10,13134,1,2.15,2871,2분 5.498초,3727,0,3176,0.925,4280
296,2022,10,13135,1,6.375,1505,1분 34.446초,3413,0,3176,1.1875,3139
297,2022,10,13136,1,14.8125,471,35.539초,1367,1,1433,1.6875,1479
