,수업년도,수업학기,수업번호,정원,수강,1,2,3,4,5,6,전체취소,정정취소,희망수업등록,증원인원,재수강인원
81,2022,10,13368,65,76,30,20,10,7,3,15,9,1,208,12,2
82,2022,10,15104,90,88,30,18,18,7,8,57,50,2,163,0,3
83,2022,10,15238,50,47,30,10,6,5,3,18,25,3,171,0,1
84,2022,10,15384,40,40,30,5,4,1,1,17,18,0,119,0,2
85,2022,10,15337,150,138,29,43,22,28,16,64,64,12,229,50,5
86,2022,10,10176,60,81,29,28,3,4,4,23,10,2,105,23,
87,2022,10,11659,48,47,29,17,1,0,2,10,12,1,130,0,
88,2022,10,11909,50,73,29,13,3,1,2,29,6,3,93,26,3
89,2022,10,15096,50,44,29,10,5,3,7,21,31,6,118,0,2
90,2022,10,10179,20,41,29,5,3,0,0,5,1,1,54,1,
91,2022,10,15227,150,145,28,26,26,9,24,173,141,5,234,0,13
92,2022,10,12675,40,40,28,12,1,0,0,0,1,0,102,0,
93,2022,10,12645,40,39,28,11,0,0,0,2,2,1,79,0,
94,2022,10,15370,30,29,28,2,1,0,0,6,8,1,149,0,
95,2022,10,15368,30,29,28,2,0,0,1,6,8,1,213,0,
96,2022,10,15379,30,29,28,2,0,0,0,3,4,1,166,0,
97,2022,10,15393,100,98,27,46,12,2,5,45,39,2,204,0,
98,2022,10,15148,100,97,27,28,20,9,11,32,30,3,215,0,3
99,2022,10,13023,40,37,27,8,1,2,4,6,11,3,92,0,
100,2022,10,15398,35,34,27,5,0,2,1,8,9,1,188,0,
101,2022,10,10623,50,49,27,4,0,1,1,16,0,0,20,0,
102,2022,10,15336,150,137,26,35,20,21,21,100,86,18,211,50,3
103,2022,10,10570,40,34,26,12,4,1,2,9,20,6,83,0,6
104,2022,10,10865,40,40,26,11,0,0,1,3,1,0,102,0,
105,2022,10,12346,50,30,26,8,3,3,3,17,30,16,112,0,
106,2022,10,11799,40,37,26,6,3,1,2,4,5,4,78,0,
107,2022,10,15164,30,30,26,3,0,1,0,1,1,0,87,0,1
108,2022,10,10615,26,24,26,1,0,0,0,2,5,0,39,0,
109,2022,10,10855,64,64,25,23,6,3,2,8,3,0,111,0,5
110,2022,10,15199,50,48,25,21,4,0,0,19,21,1,162,0,2
111,2022,10,13176,55,54,25,19,1,0,0,27,18,2,100,1,1
112,2022,10,15269,30,85,25,11,8,5,7,54,25,5,176,0,
113,2022,10,10905,45,44,25,10,3,1,1,6,2,1,106,0,1
114,2022,10,15235,80,74,25,9,11,13,9,81,74,6,162,0,5
115,2022,10,12938,55,51,25,9,2,1,1,16,3,1,117,0,1
116,2022,10,10761,40,68,25,8,0,1,3,35,4,1,92,30,12
117,2022,10,10346,60,54,24,31,3,6,1,70,81,3,107,2,1
118,2022,10,15224,60,52,24,18,6,5,6,28,35,8,157,0,1
119,2022,10,13171,55,72,24,15,14,2,4,24,11,4,111,21,3
120,2022,10,11145,60,69,24,14,6,7,3,33,18,1,103,10,4
121,2022,10,12203,30,30,24,4,0,1,1,11,11,1,51,5,2
122,2022,10,11895,60,60,23,25,8,0,1,4,1,0,84,0,5
123,2022,10,10351,60,35,23,23,8,6,3,45,73,4,71,1,
124,2022,10,11759,40,39,23,17,0,0,0,0,1,1,94,0,
125,2022,10,11117,42,47,23,16,4,1,0,10,7,1,85,6,2
126,2022,10,13402,35,35,23,12,2,0,0,0,2,0,62,0,
127,2022,10,15315,40,40,23,9,3,2,0,7,4,0,143,0,
128,2022,10,12898,32,31,23,4,5,2,0,5,8,0,61,0,
129,2022,10,15022,24,22,23,1,0,0,0,2,4,1,111,0,
130,2022,10,15346,100,98,22,26,11,16,11,59,47,1,160,0,1
131,2022,10,12668,40,38,22,18,0,0,0,1,3,1,106,0,
132,2022,10,15222,40,37,22,17,1,0,1,19,23,3,136,0,
133,2022,10,15115,70,61,22,15,14,11,7,31,39,9,145,0,
134,2022,10,15221,40,39,22,14,2,2,2,8,11,0,125,0,
135,2022,10,15278,200,174,21,39,24,25,33,275,243,21,296,0,5
136,2022,10,13201,60,55,21,23,11,5,0,27,32,2,82,5,
137,2022,10,13162,55,36,21,11,5,3,0,13,17,3,60,-16,
138,2022,10,15158,30,29,21,6,3,0,0,5,6,1,107,0,
139,2022,10,15161,30,29,21,6,2,1,2,2,5,1,106,0,1
140,2022,10,11644,60,51,21,5,7,6,12,21,21,4,83,-5,1
141,2022,10,15159,30,29,21,5,2,3,0,7,9,1,106,0,
142,2022,10,15369,30,28,21,5,2,1,1,5,7,2,96,0,
143,2022,10,13182,60,60,20,31,8,1,0,5,5,1,115,1,2
144,2022,10,15097,50,49,20,22,7,2,1,11,14,1,112,0,4
145,2022,10,11798,60,57,20,14,11,4,7,17,17,3,121,0,
146,2022,10,15188,50,43,20,11,6,5,3,47,49,6,93,0,
147,2022,10,15402,40,39,20,9,7,0,3,15,15,1,113,0,
148,2022,10,15160,30,27,20,6,3,2,2,8,14,2,108,0,
149,2022,10,10067,30,30,20,5,3,0,1,5,4,0,48,0,
150,2022,10,10600,20,23,20,0,0,0,2,4,3,0,41,3,
151,2022,10,13320,20,20,20,0,0,0,0,0,0,0,34,0,
152,2022,10,15231,100,97,19,26,21,18,16,74,77,3,162,0,8
153,2022,10,10076,60,54,19,23,10,3,2,19,22,3,80,0,1
154,2022,10,11009,42,49,19,21,2,0,1,8,2,0,89,7,4
155,2022,10,12777,50,51,19,21,0,0,0,12,1,0,72,1,
156,2022,10,13418,45,47,19,18,8,0,0,3,1,0,74,2,1
157,2022,10,15330,150,164,19,16,11,18,22,209,131,14,212,50,9
158,2022,10,13375,65,66,19,13,17,8,11,39,41,1,124,2,
159,2022,10,15099,50,47,19,13,12,3,1,20,21,3,107,0,2
160,2022,10,15204,50,46,19,11,7,5,1,31,28,3,88,0,2
161,2022,10,12298,30,29,19,9,0,1,0,9,9,1,43,0,
162,2022,10,15036,33,31,19,7,5,0,0,10,10,2,98,0,
163,2022,10,15018,24,24,19,5,0,0,0,14,14,0,79,0,2
164,2022,10,15021,24,23,19,4,1,0,0,5,6,1,96,0,
165,2022,10,15019,24,23,19,4,1,0,0,3,4,1,91,0,
166,2022,10,13174,60,59,18,23,19,0,0,2,3,1,94,0,
167,2022,10,13195,60,50,18,23,11,4,6,62,76,5,133,0,2
168,2022,10,12746,40,40,18,21,1,0,0,1,1,0,84,0,
169,2022,10,10391,60,39,18,19,20,1,4,39,62,3,80,0,
170,2022,10,10436,60,31,18,15,11,2,7,44,66,1,62,0,
171,2022,10,10744,40,40,18,15,3,1,1,4,2,0,78,0,1
172,2022,10,11070,20,42,18,14,4,1,1,6,2,0,68,1,
173,2022,10,15163,30,29,18,10,2,0,0,11,12,1,79,0,
174,2022,10,15180,30,29,18,7,2,2,0,10,10,1,93,0,1
175,2022,10,15314,40,38,18,5,3,3,4,20,15,2,102,0,
176,2022,10,10699,48,48,18,5,2,5,6,20,8,0,99,0,
177,2022,10,15049,20,20,18,2,0,0,1,4,5,0,67,0,
178,2022,10,12692,20,20,18,2,0,0,0,3,3,0,52,0,
179,2022,10,10843,91,90,17,29,23,6,2,19,6,1,126,0,7
180,2022,10,12392,123,121,17,29,11,4,4,60,4,0,177,0,6
181,2022,10,15109,100,75,17,23,12,11,14,145,147,15,187,0,3
182,2022,10,10452,84,29,17,21,23,24,10,49,117,1,63,0,
183,2022,10,15198,100,97,17,21,19,23,11,58,52,3,210,0,3
184,2022,10,10778,54,54,17,21,4,0,0,12,0,0,89,0,2
185,2022,10,10566,56,53,17,17,7,2,2,28,20,3,72,0,
186,2022,10,15331,150,124,17,16,11,12,13,120,65,0,165,50,4
187,2022,10,11124,42,43,17,15,6,3,2,6,6,0,78,5,7
188,2022,10,10985,45,46,17,14,9,0,1,6,1,0,67,1,
189,2022,10,12756,45,45,17,13,12,1,0,2,0,0,90,0,
190,2022,10,13007,58,58,17,12,16,8,4,5,4,0,68,0,
191,2022,10,11818,65,66,17,8,20,13,4,17,14,0,105,2,5
192,2022,10,10366,45,44,17,8,15,8,8,50,62,1,94,0,
193,2022,10,15408,30,39,17,7,3,3,1,18,10,1,67,10,33
194,2022,10,10011,24,24,17,6,0,0,2,9,10,0,31,0,
195,2022,10,15157,35,32,17,5,4,4,2,20,20,3,80,0,
196,2022,10,12734,22,22,17,5,0,0,0,0,0,0,89,0,
197,2022,10,15042,20,20,17,2,1,0,1,4,5,0,59,0,
198,2022,10,13529,60,64,16,26,14,5,0,3,0,0,86,5,2
199,2022,10,12742,40,40,16,24,0,0,0,1,1,0,74,0,
200,2022,10,12757,47,47,16,23,3,0,0,7,2,0,83,0,
201,2022,10,13191,60,64,16,22,14,4,1,14,9,0,107,4,
202,2022,10,15073,90,79,16,21,20,8,8,80,74,8,134,0,11
203,2022,10,10654,55,49,16,19,9,0,3,10,8,2,105,0,1
204,2022,10,11144,50,51,16,19,6,5,3,3,1,0,84,2,
205,2022,10,15189,50,42,16,18,7,4,3,18,24,7,122,0,1
206,2022,10,10833,45,40,16,17,2,1,2,4,2,1,109,0,
207,2022,10,11887,60,52,16,16,11,5,2,39,37,3,77,0,2
208,2022,10,15351,30,76,16,15,6,5,7,79,52,9,125,0,5
209,2022,10,12310,40,36,16,13,8,1,0,6,8,0,57,0,1
210,2022,10,15223,60,58,16,12,12,8,12,38,40,2,127,0,
211,2022,10,10866,40,40,16,11,5,5,0,6,3,0,97,0,
212,2022,10,15098,50,46,16,10,9,3,8,43,43,3,95,0,3
213,2022,10,15437,40,35,16,9,7,2,1,18,18,0,55,0,1
214,2022,10,12182,45,45,16,8,9,8,2,12,10,0,96,0,
215,2022,10,15150,35,33,16,7,8,2,3,20,23,2,78,0,2
216,2022,10,13538,25,26,16,6,1,1,2,3,4,1,73,2,3
217,2022,10,15191,50,45,16,5,8,4,8,36,32,5,106,0,1
218,2022,10,13317,20,21,16,4,0,0,0,3,2,0,38,1,
219,2022,10,15047,20,20,16,2,3,0,0,2,3,0,51,0,7
220,2022,10,15081,30,29,16,2,1,4,2,37,33,1,69,0,
221,2022,10,15412,30,30,16,2,1,1,1,12,3,0,91,0,
222,2022,10,15013,20,17,16,2,1,1,0,4,7,2,86,0,
223,2022,10,11187,200,180,15,39,42,40,22,37,15,3,273,0,
224,2022,10,11827,65,74,15,35,12,1,1,14,4,1,132,10,1
225,2022,10,12279,60,60,15,25,11,7,2,1,1,0,93,0,
226,2022,10,11491,48,58,15,24,5,1,0,14,1,0,77,11,6
227,2022,10,15233,60,57,15,23,11,6,2,36,36,3,126,0,2
228,2022,10,15280,200,176,15,22,20,34,41,319,275,20,276,0,12
229,2022,10,11674,65,75,15,21,15,9,3,20,12,1,140,11,1
230,2022,10,11892,50,70,15,21,15,0,0,25,6,1,99,30,4
231,2022,10,13205,60,50,15,20,16,7,2,54,64,4,89,0,
232,2022,10,10994,40,43,15,19,7,2,1,14,15,9,75,17,
233,2022,10,15162,30,28,15,15,0,2,0,11,15,2,105,0,
234,2022,10,12201,40,57,15,14,10,1,0,19,2,0,81,17,4
235,2022,10,15170,30,28,15,14,1,0,1,10,13,1,115,0,
236,2022,10,15151,35,34,15,13,4,4,0,5,7,1,64,0,1
237,2022,10,12173,55,55,15,12,13,8,5,3,1,0,93,0,
238,2022,10,15489,40,36,15,11,8,3,1,27,29,4,83,0,2
239,2022,10,10887,47,46,15,10,15,2,0,6,2,1,100,0,
240,2022,10,15168,30,29,15,10,1,1,1,20,19,0,81,0,
241,2022,10,15156,35,34,15,8,5,2,0,13,9,1,73,0,
242,2022,10,15179,30,27,15,8,4,1,1,13,15,3,79,0,
243,2022,10,15169,30,30,15,8,2,1,1,10,7,0,73,0,
244,2022,10,10325,40,31,15,7,10,7,1,16,25,3,56,0,1
245,2022,10,11889,50,47,15,7,6,6,4,38,29,1,72,0,1
246,2022,10,11401,45,42,15,5,6,2,2,12,0,0,42,0,3
247,2022,10,11429,40,32,15,5,5,1,2,6,2,0,31,0,
248,2022,10,15487,20,20,15,3,0,0,1,2,1,0,90,0,
249,2022,10,10068,16,16,15,0,1,0,0,0,0,0,39,0,
250,2022,10,10069,15,15,15,0,0,0,0,0,0,0,38,0,
251,2022,10,10039,128,127,14,32,46,21,4,21,11,1,156,0,
252,2022,10,13192,60,62,14,30,12,1,0,18,13,1,115,3,
253,2022,10,11817,70,71,14,28,17,5,0,9,6,1,111,2,1
254,2022,10,13204,60,42,14,23,12,12,7,60,86,4,79,0,
255,2022,10,12683,40,40,14,23,3,0,0,0,0,0,90,0,
256,2022,10,10188,50,39,14,19,8,2,1,21,26,2,69,0,
257,2022,10,15194,40,40,14,17,2,4,1,18,16,0,111,0,1
258,2022,10,13473,55,23,14,15,16,16,9,49,96,1,52,0,
259,2022,10,11875,90,68,14,15,15,4,8,37,25,6,112,0,11
260,2022,10,11111,32,47,14,15,1,0,2,19,4,1,87,17,
261,2022,10,11788,60,61,14,14,12,11,11,20,21,3,109,2,2
262,2022,10,12090,40,58,14,14,8,2,2,19,1,0,69,18,1
263,2022,10,11110,32,41,14,14,4,1,1,11,4,1,69,10,1
264,2022,10,10356,48,38,14,13,17,13,11,68,98,2,63,1,
265,2022,10,10924,42,37,14,13,9,4,3,2,8,3,50,0,4
266,2022,10,15090,40,38,14,13,8,6,3,14,20,2,157,0,
267,2022,10,10841,92,90,14,12,30,21,12,17,16,1,125,0,9
268,2022,10,15177,30,26,14,11,2,1,1,7,10,4,84,0,1
269,2022,10,15147,40,35,14,9,8,6,3,18,23,3,97,0,
270,2022,10,11589,30,30,14,7,5,3,0,6,5,0,53,0,
271,2022,10,15029,20,20,14,6,0,0,0,7,7,0,87,0,
272,2022,10,15028,20,20,14,5,1,1,0,3,4,0,102,0,
273,2022,10,12845,14,14,14,0,0,0,0,2,2,0,29,0,
274,2022,10,12846,14,13,14,0,0,0,0,1,2,1,33,0,
275,2022,10,15415,5000,1173,13,47,71,127,200,1055,340,6,1192,0,100
276,2022,10,10446,84,20,13,37,27,9,9,25,100,2,89,0,1
277,2022,10,11092,55,57,13,37,5,1,0,10,9,0,81,2,
278,2022,10,11898,60,68,13,23,19,5,0,12,4,0,94,8,4
279,2022,10,13520,50,50,13,23,5,1,2,11,5,0,88,0,
280,2022,10,13105,40,39,13,21,6,0,2,11,17,0,50,0,
281,2022,10,10577,40,27,13,15,9,3,4,7,24,0,40,0,
282,2022,10,11325,45,44,13,15,7,1,1,8,1,0,57,0,
283,2022,10,11094,50,50,13,14,14,1,1,9,2,0,77,0,
284,2022,10,11054,40,55,13,14,5,5,2,19,3,0,75,15,5
285,2022,10,13477,91,90,13,13,12,15,8,29,4,0,91,4,5
286,2022,10,12300,45,46,13,12,14,3,3,1,0,0,52,1,1
287,2022,10,15178,30,29,13,12,3,3,0,6,8,1,88,0,
288,2022,10,15002,50,44,13,10,10,5,7,30,31,6,85,0,1
289,2022,10,10442,45,44,13,9,4,9,10,28,29,1,66,0,12
290,2022,10,12013,25,37,13,8,2,1,1,19,7,0,68,12,
291,2022,10,13490,27,27,13,8,0,0,0,7,1,0,59,0,
292,2022,10,10578,25,24,13,7,0,1,1,14,12,0,34,0,
293,2022,10,15310,25,25,13,6,1,3,1,12,11,0,63,0,7
294,2022,10,15041,20,18,13,5,2,0,0,5,7,2,48,0,
295,2022,10,15378,20,27,13,4,3,3,3,46,45,1,85,10,1
296,2022,10,15054,20,20,13,3,2,0,2,6,6,0,55,0,7
297,2022,10,11392,35,35,13,3,0,1,0,20,2,0,64,0,
298,2022,10,15488,20,20,13,2,2,0,2,5,4,0,72,0,
299,2022,10,11314,50,48,13,1,6,14,4,13,3,0,48,0,
300,2022,10,15184,170,164,12,25,34,22,18,223,170,6,219,0,2
301,2022,10,13186,48,48,12,25,9,3,0,2,3,0,88,0,1
302,2022,10,15217,100,92,12,23,12,9,12,135,111,8,152,0,1
303,2022,10,10886,47,47,12,23,7,0,0,6,1,0,110,0,
304,2022,10,13018,60,53,12,21,9,2,4,9,4,2,84,0,2
305,2022,10,12208,42,43,12,21,8,0,0,11,9,1,92,2,
306,2022,10,15226,100,96,12,20,14,16,7,113,86,4,144,0,1
307,2022,10,10881,70,68,12,19,21,7,4,13,8,0,111,0,3
308,2022,10,12385,122,120,12,18,48,18,15,19,10,2,180,0,1
309,2022,10,11142,50,54,12,17,13,4,3,7,2,0,77,5,2
310,2022,10,12176,53,53,12,16,13,4,4,11,7,0,106,0,
311,2022,10,15192,100,92,12,15,16,17,11,157,136,6,185,0,
312,2022,10,11266,40,40,12,15,9,4,0,3,3,0,65,0,
313,2022,10,13426,37,34,12,15,5,3,0,3,4,2,57,0,2
314,2022,10,10758,60,62,12,13,8,2,10,37,20,1,80,15,5
315,2022,10,15429,40,36,12,13,4,2,2,18,15,2,57,0,
316,2022,10,15464,70,69,12,12,9,7,14,28,13,1,141,0,4
317,2022,10,11485,41,38,12,12,9,0,2,12,9,4,73,10,2
318,2022,10,15266,65,59,12,12,6,6,5,63,45,6,136,0,
319,2022,10,11085,40,49,12,11,16,1,3,17,11,2,81,11,6
320,2022,10,15166,35,30,12,11,4,1,2,16,16,5,71,0,2
321,2022,10,12500,40,39,12,10,11,3,2,16,15,1,100,0,
322,2022,10,12735,22,22,12,10,0,0,1,1,2,0,61,0,
323,2022,10,15407,30,39,12,9,7,6,4,16,15,1,60,10,30
324,2022,10,10495,35,35,12,9,7,2,1,7,3,0,39,0,
325,2022,10,15366,30,29,12,9,6,3,1,16,18,1,73,0,
326,2022,10,13373,55,53,12,8,5,11,16,46,45,5,143,3,
327,2022,10,13158,60,55,12,7,11,15,10,23,23,0,67,-5,1
328,2022,10,15175,30,27,12,7,3,6,1,4,6,3,68,0,
329,2022,10,15367,30,25,12,6,3,5,3,31,35,3,52,0,
330,2022,10,15376,20,30,12,6,1,1,0,18,8,0,92,10,2
331,2022,10,12708,20,20,12,5,2,0,1,2,2,0,54,0,
332,2022,10,13228,18,23,12,4,2,1,2,4,4,1,34,6,
333,2022,10,13539,21,19,12,4,1,0,1,4,3,0,25,0,
334,2022,10,15490,20,35,12,3,1,1,3,53,38,0,82,20,1
335,2022,10,15058,20,20,12,3,1,1,3,6,6,0,62,0,3
336,2022,10,15044,20,18,12,3,1,1,1,5,5,2,44,0,3
337,2022,10,15411,20,24,12,2,0,1,1,13,5,1,31,10,3
338,2022,10,10658,150,148,11,24,34,24,16,27,15,1,165,0,1
339,2022,10,11462,200,198,11,23,33,39,36,65,9,3,262,20,
340,2022,10,13173,60,60,11,22,20,8,1,8,10,0,82,0,2
341,2022,10,15299,100,90,11,22,19,20,22,165,169,4,140,0,1
342,2022,10,13530,50,50,11,21,12,4,5,23,26,0,85,0,2
343,2022,10,15173,45,41,11,18,9,4,1,16,18,4,112,0,1
344,2022,10,13359,65,64,11,16,18,7,5,21,14,1,126,0,1
345,2022,10,15260,48,45,11,15,6,6,5,30,28,3,102,0,1
346,2022,10,15165,35,32,11,15,3,2,4,15,18,3,55,0,
347,2022,10,15033,50,49,11,14,9,4,10,34,33,1,95,0,
348,2022,10,12083,40,41,11,14,9,4,2,2,1,0,59,1,
349,2022,10,12946,30,30,11,13,2,3,0,2,1,0,60,0,
350,2022,10,13210,40,39,11,11,11,6,1,0,1,1,58,0,
351,2022,10,12000,47,45,11,11,8,1,1,22,9,2,61,0,5
352,2022,10,15492,80,73,11,11,5,14,7,105,80,4,137,0,
353,2022,10,15167,30,29,11,11,1,3,1,17,15,1,88,0,
354,2022,10,11787,58,56,11,10,15,8,7,26,21,2,126,0,1
355,2022,10,10329,60,55,11,10,12,10,6,17,11,0,65,0,
356,2022,10,11062,35,42,11,10,10,4,0,7,0,0,62,7,6
357,2022,10,10518,27,35,11,10,5,0,2,9,2,0,44,8,
358,2022,10,13308,75,74,11,9,9,9,11,43,18,0,114,0,8
359,2022,10,13017,55,45,11,8,11,7,4,6,2,1,71,0,1
360,2022,10,10556,40,31,11,8,10,2,3,22,25,1,45,0,1
361,2022,10,15187,50,46,11,8,8,8,12,49,50,4,75,0,4
362,2022,10,12696,20,20,11,8,0,1,0,1,1,0,38,0,
363,2022,10,12897,20,40,11,7,4,4,2,15,3,0,59,0,1
364,2022,10,15380,20,25,11,3,1,1,4,32,27,2,87,10,
365,2022,10,12844,14,12,11,3,1,0,1,2,6,1,31,0,
366,2022,10,13484,30,16,11,1,3,5,2,17,23,1,31,0,
367,2022,10,10007,18,18,11,1,0,0,1,5,0,0,33,1,
368,2022,10,12828,17,17,11,0,0,1,1,5,1,0,43,0,
369,2022,10,11744,60,60,10,23,14,11,3,1,2,0,94,0,
370,2022,10,10907,45,45,10,21,3,0,4,7,0,0,109,0,4
371,2022,10,10361,65,36,10,20,25,11,8,42,80,2,71,0,
372,2022,10,10338,31,36,10,19,1,0,1,8,3,0,58,5,
373,2022,10,13196,60,42,10,18,19,9,1,61,78,4,96,0,
374,2022,10,10579,40,32,10,18,7,4,2,6,15,1,40,0,
375,2022,10,13497,48,45,10,16,5,10,0,10,6,0,71,0,
376,2022,10,10072,30,30,10,16,2,1,3,10,12,0,47,0,
377,2022,10,11944,200,169,10,15,21,24,47,75,23,2,201,0,
378,2022,10,13181,60,60,10,15,19,10,6,10,10,0,101,0,1
379,2022,10,15390,170,88,10,15,15,11,11,208,182,14,143,0,4
380,2022,10,10143,40,30,10,15,11,4,5,15,30,2,42,0,
381,2022,10,11020,40,45,10,15,10,5,4,9,8,0,63,5,2
382,2022,10,11609,52,63,10,14,11,4,3,32,11,0,81,14,1
383,2022,10,10059,50,47,10,14,10,7,4,8,11,1,66,0,
384,2022,10,13432,34,38,10,13,6,3,1,10,5,2,50,6,1
385,2022,10,11518,82,79,10,12,17,8,16,28,12,2,84,0,1
386,2022,10,15447,150,147,10,12,9,19,30,315,248,2,184,0,9
387,2022,10,12739,35,35,10,12,8,2,3,0,0,0,57,0,
388,2022,10,10328,40,35,10,11,12,4,4,24,30,0,58,0,
389,2022,10,12004,82,91,10,9,13,19,23,30,16,3,96,20,9
